2/26/20,Hunan,1016
2/27/20,Hunan,1017
2/28/20,Hunan,1017
2/29/20,Hunan,1018
3/1/20,Hunan,1018
3/2/20,Hunan,1018
3/3/20,Hunan,1018
3/4/20,Hunan,1018
3/5/20,Hunan,1018
3/6/20,Hunan,1018
3/7/20,Hunan,1018
3/8/20,Hunan,1018
3/9/20,Hunan,1018
3/10/20,Hunan,1018
3/11/20,Hunan,1018
3/12/20,Hunan,1018
3/13/20,Hunan,1018
3/14/20,Hunan,1018
3/15/20,Hunan,1018
3/16/20,Hunan,1018
3/17/20,Hunan,1018
3/18/20,Hunan,1018
1/22/20,Inner Mongolia,0
1/23/20,Inner Mongolia,0
1/24/20,Inner Mongolia,1
1/25/20,Inner Mongolia,7
1/26/20,Inner Mongolia,7
1/27/20,Inner Mongolia,11
1/28/20,Inner Mongolia,15
1/29/20,Inner Mongolia,16
1/30/20,Inner Mongolia,19
1/31/20,Inner Mongolia,20
2/1/20,Inner Mongolia,23
2/2/20,Inner Mongolia,27
2/3/20,Inner Mongolia,34
2/4/20,Inner Mongolia,35
2/5/20,Inner Mongolia,42
2/6/20,Inner Mongolia,46
2/7/20,Inner Mongolia,50
2/8/20,Inner Mongolia,52
2/9/20,Inner Mongolia,54
2/10/20,Inner Mongolia,58
2/11/20,Inner Mongolia,58
2/12/20,Inner Mongolia,60
2/13/20,Inner Mongolia,61
2/14/20,Inner Mongolia,65
2/15/20,Inner Mongolia,68
2/16/20,Inner Mongolia,70
2/17/20,Inner Mongolia,72
2/18/20,Inner Mongolia,73
2/19/20,Inner Mongolia,75
2/20/20,Inner Mongolia,75
2/21/20,Inner Mongolia,75
2/22/20,Inner Mongolia,75
2/23/20,Inner Mongolia,75
2/24/20,Inner Mongolia,75
2/25/20,Inner Mongolia,75
2/26/20,Inner Mongolia,75
2/27/20,Inner Mongolia,75
2/28/20,Inner Mongolia,75
2/29/20,Inner Mongolia,75
3/1/20,Inner Mongolia,75
3/2/20,Inner Mongolia,75
3/3/20,Inner Mongolia,75
3/4/20,Inner Mongolia,75
3/5/20,Inner Mongolia,75
3/6/20,Inner Mongolia,75
3/7/20,Inner Mongolia,75
3/8/20,Inner Mongolia,75
3/9/20,Inner Mongolia,75
3/10/20,Inner Mongolia,75
3/11/20,Inner Mongolia,75
3/12/20,Inner Mongolia,75
3/13/20,Inner Mongolia,75
3/14/20,Inner Mongolia,75
3/15/20,Inner Mongolia,75
3/16/20,Inner Mongolia,75
3/17/20,Inner Mongolia,75
3/18/20,Inner Mongolia,75
1/22/20,Jiangsu,1
1/23/20,Jiangsu,5
1/24/20,Jiangsu,9
1/25/20,Jiangsu,18
1/26/20,Jiangsu,33
1/27/20,Jiangsu,47
1/28/20,Jiangsu,70
1/29/20,Jiangsu,99
1/30/20,Jiangsu,129
1/31/20,Jiangsu,168
2/1/20,Jiangsu,202
2/2/20,Jiangsu,236
2/3/20,Jiangsu,271
2/4/20,Jiangsu,308
2/5/20,Jiangsu,341
2/6/20,Jiangsu,373
2/7/20,Jiangsu,408
2/8/20,Jiangsu,439
2/9/20,Jiangsu,468
2/10/20,Jiangsu,492
2/11/20,Jiangsu,515
2/12/20,Jiangsu,543
2/13/20,Jiangsu,570
2/14/20,Jiangsu,593
2/15/20,Jiangsu,604
2/16/20,Jiangsu,617
2/17/20,Jiangsu,626
2/18/20,Jiangsu,629
2/19/20,Jiangsu,631
2/20/20,Jiangsu,631
2/21/20,Jiangsu,631
2/22/20,Jiangsu,631
2/23/20,Jiangsu,631
2/24/20,Jiangsu,631
2/25/20,Jiangsu,631
2/26/20,Jiangsu,631
2/27/20,Jiangsu,631
2/28/20,Jiangsu,631
2/29/20,Jiangsu,631
3/1/20,Jiangsu,631
3/2/20,Jiangsu,631
3/3/20,Jiangsu,631
3/4/20,Jiangsu,631
3/5/20,Jiangsu,631
3/6/20,Jiangsu,631
3/7/20,Jiangsu,631
3/8/20,Jiangsu,631
3/9/20,Jiangsu,631
3/10/20,Jiangsu,631
3/11/20,Jiangsu,631
3/12/20,Jiangsu,631
3/13/20,Jiangsu,631
3/14/20,Jiangsu,631
3/15/20,Jiangsu,631
3/16/20,Jiangsu,631
3/17/20,Jiangsu,631
3/18/20,Jiangsu,631
1/22/20,Jiangxi,2
1/23/20,Jiangxi,7
1/24/20,Jiangxi,18
1/25/20,Jiangxi,18
1/26/20,Jiangxi,36
1/27/20,Jiangxi,72
1/28/20,Jiangxi,109
1/29/20,Jiangxi,109
1/30/20,Jiangxi,162
1/31/20,Jiangxi,240
2/1/20,Jiangxi,286
2/2/20,Jiangxi,333
2/3/20,Jiangxi,391
2/4/20,Jiangxi,476
2/5/20,Jiangxi,548
2/6/20,Jiangxi,600
2/7/20,Jiangxi,661
2/8/20,Jiangxi,698
2/9/20,Jiangxi,740
2/10/20,Jiangxi,771
2/11/20,Jiangxi,804
2/12/20,Jiangxi,844
2/13/20,Jiangxi,872
2/14/20,Jiangxi,900
2/15/20,Jiangxi,913
2/16/20,Jiangxi,925
2/17/20,Jiangxi,930
2/18/20,Jiangxi,933
2/19/20,Jiangxi,934
2/20/20,Jiangxi,934
2/21/20,Jiangxi,934
2/22/20,Jiangxi,934
2/23/20,Jiangxi,934
2/24/20,Jiangxi,934
2/25/20,Jiangxi,934
2/26/20,Jiangxi,934
2/27/20,Jiangxi,934
2/28/20,Jiangxi,935
2/29/20,Jiangxi,935
3/1/20,Jiangxi,935
3/2/20,Jiangxi,935
3/3/20,Jiangxi,935
3/4/20,Jiangxi,935
3/5/20,Jiangxi,935
3/6/20,Jiangxi,935
3/7/20,Jiangxi,935
3/8/20,Jiangxi,935
3/9/20,Jiangxi,935
3/10/20,Jiangxi,935
3/11/20,Jiangxi,935
3/12/20,Jiangxi,935
3/13/20,Jiangxi,935
3/14/20,Jiangxi,935
3/15/20,Jiangxi,935
3/16/20,Jiangxi,935
3/17/20,Jiangxi,935
3/18/20,Jiangxi,935
1/22/20,Jilin,0
1/23/20,Jilin,1
1/24/20,Jilin,3
1/25/20,Jilin,4
1/26/20,Jilin,4
1/27/20,Jilin,6
1/28/20,Jilin,8
1/29/20,Jilin,9
1/30/20,Jilin,14
1/31/20,Jilin,14
2/1/20,Jilin,17
2/2/20,Jilin,23
2/3/20,Jilin,31
2/4/20,Jilin,42
2/5/20,Jilin,54
2/6/20,Jilin,59
2/7/20,Jilin,65
2/8/20,Jilin,69
2/9/20,Jilin,78
2/10/20,Jilin,80
2/11/20,Jilin,81
2/12/20,Jilin,83
2/13/20,Jilin,84
2/14/20,Jilin,86
2/15/20,Jilin,88
2/16/20,Jilin,89
2/17/20,Jilin,89
2/18/20,Jilin,89
2/19/20,Jilin,90
